Label,Run#,Success,Path Cost,Nodes Expanded,Nodes Generated,Runtime (s),Max Frontier,Timestamp
SMA*(1000) / 15pzl hard,11,True,17.0,79,80,0.00588,49,2026-08-14T16:11:16+00:00
SMA*(1000) / 15pzl hard,12,True,9.0,18,19,0.00543,16,2026-08-14T16:11:17+00:00
SMA*(1000) / 15pzl hard,13,True,15.0,41,42,0.003562,30,2026-08-14T16:11:18+00:00
SMA*(1000) / 15pzl hard,14,True,11.0,16,17,0.002823,14,2026-08-14T16:11:19+00:00
SMA*(1000) / 15pzl hard,15,True,15.0,48,49,0.006067,31,2026-08-14T16:11:19+00:00
SMA*(1000) / 15pzl hard,16,True,19.0,33,34,0.003686,28,2026-08-14T16:11:20+00:00
SMA*(1000) / 15pzl hard,17,True,13.0,16,17,0.002972,15,2026-08-14T16:11:21+00:00
SMA*(1000) / 15pzl hard,18,True,17.0,24,25,0.003247,21,2026-08-14T16:11:21+00:00
SMA*(1000) / 15pzl hard,19,True,7.0,14,15,0.002652,13,2026-08-14T16:11:22+00:00
SMA*(1000) / 15pzl hard,20,True,19.0,60,61,0.004969,42,2026-08-14T16:11:23+00:00
SMA*(1000) / 15pzl hard,21,True,9.0,18,19,0.00312,16,2026-08-14T16:11:24+00:00
SMA*(1000) / 15pzl hard,22,True,13.0,24,25,0.003273,21,2026-08-14T16:11:24+00:00
SMA*(1000) / 15pzl hard,23,True,11.0,15,16,0.002756,14,2026-08-14T16:11:25+00:00
SMA*(1000) / 15pzl hard,24,True,19.0,64,65,0.004645,42,2026-08-14T16:11:26+00:00
SMA*(1000) / 15pzl hard,25,True,23.0,427,428,0.020432,231,2026-08-14T16:11:26+00:00
SMA*(1000) / 15pzl hard,26,True,13.0,30,31,0.003526,22,2026-08-14T16:11:27+00:00
SMA*(1000) / 15pzl hard,27,True,15.0,35,36,0.004311,27,2026-08-14T16:11:28+00:00
SMA*(1000) / 15pzl hard,28,True,17.0,30,31,0.003299,24,2026-08-14T16:11:28+00:00
SMA*(1000) / 15pzl hard,29,True,19.0,128,129,0.007835,75,2026-08-14T16:11:29+00:00
SMA*(1000) / 15pzl hard,30,True,11.0,18,19,0.003591,15,2026-08-14T16:11:30+00:00
Bidir-A* / 15pzl hard,1,True,21.0,2022,4141,0.101434,2121,2026-08-14T16:11:31+00:00
Bidir-A* / 15pzl hard,2,True,5.0,9,21,0.00272,14,2026-08-14T16:11:32+00:00
Bidir-A* / 15pzl hard,3,True,25.0,19915,39581,1.081916,19668,2026-08-14T16:11:34+00:00
Bidir-A* / 15pzl hard,4,True,13.0,214,434,0.010308,222,2026-08-14T16:11:34+00:00
Bidir-A* / 15pzl hard,5,True,11.0,100,212,0.006077,114,2026-08-14T16:11:35+00:00
Bidir-A* / 15pzl hard,6,True,23.0,9271,18543,0.387353,9274,2026-08-14T16:11:36+00:00
Bidir-A* / 15pzl hard,7,True,11.0,100,215,0.009493,117,2026-08-14T16:11:37+00:00
Bidir-A* / 15pzl hard,8,True,13.0,214,435,0.016088,223,2026-08-14T16:11:38+00:00
Bidir-A* / 15pzl hard,9,True,15.0,216,438,0.012954,224,2026-08-14T16:11:39+00:00
Bidir-A* / 15pzl hard,10,True,21.0,4349,8759,0.192142,4412,2026-08-14T16:11:40+00:00
Bidir-A* / 15pzl hard,11,True,17.0,970,2007,0.068446,1039,2026-08-14T16:11:41+00:00
Bidir-A* / 15pzl hard,12,True,9.0,45,107,0.006848,64,2026-08-14T16:11:42+00:00
Bidir-A* / 15pzl hard,13,True,15.0,440,909,0.023776,471,2026-08-14T16:11:43+00:00
Bidir-A* / 15pzl hard,14,True,11.0,100,212,0.007746,114,2026-08-14T16:11:44+00:00
Bidir-A* / 15pzl hard,15,True,15.0,442,910,0.02305,470,2026-08-14T16:11:45+00:00
Bidir-A* / 15pzl hard,16,True,19.0,2020,4137,0.112378,2119,2026-08-14T16:11:46+00:00
Bidir-A* / 15pzl hard,17,True,13.0,214,435,0.012504,223,2026-08-14T16:11:47+00:00
Bidir-A* / 15pzl hard,18,True,17.0,945,1959,0.04828,1016,2026-08-14T16:11:47+00:00
Bidir-A* / 15pzl hard,19,True,7.0,20,46,0.00463,28,2026-08-14T16:11:48+00:00
Bidir-A* / 15pzl hard,20,True,19.0,2030,4158,0.111547,2130,2026-08-14T16:11:49+00:00
Bidir-A* / 15pzl hard,21,True,9.0,45,103,0.004992,60,2026-08-14T16:11:50+00:00
Bidir-A* / 15pzl hard,22,True,13.0,214,434,0.012569,222,2026-08-14T16:11:51+00:00
Bidir-A* / 15pzl hard,23,True,11.0,100,210,0.009693,112,2026-08-14T16:11:52+00:00
Bidir-A* / 15pzl hard,24,True,19.0,2033,4160,0.10486,2129,2026-08-14T16:11:53+00:00
Bidir-A* / 15pzl hard,25,True,23.0,9428,18865,0.460504,9439,2026-08-14T16:11:54+00:00
Bidir-A* / 15pzl hard,26,True,13.0,134,283,0.008768,151,2026-08-14T16:11:55+00:00
Bidir-A* / 15pzl hard,27,True,15.0,436,898,0.022515,464,2026-08-14T16:11:56+00:00
Bidir-A* / 15pzl hard,28,True,17.0,945,1956,0.052235,1013,2026-08-14T16:11:57+00:00
Bidir-A* / 15pzl hard,29,True,19.0,2061,4223,0.099652,2164,2026-08-14T16:11:58+00:00
Bidir-A* / 15pzl hard,30,True,11.0,100,212,0.010281,114,2026-08-14T16:11:59+00:00
IGBFS / 15pzl hard,1,True,55617,76672,123945,3.300932,102890,2026-08-14T16:12:03+00:00
IGBFS / 15pzl hard,2,True,5,6,9,0.003189,8,2026-08-14T16:12:04+00:00
IGBFS / 15pzl hard,3,False,0,0,0,20.0,0,2026-08-14T16:12:25+00:00
IGBFS / 15pzl hard,4,True,9821,20719,28079,0.814219,17181,2026-08-14T16:12:27+00:00
IGBFS / 15pzl hard,5,True,1893,5206,6549,0.180862,3239,2026-08-14T16:12:28+00:00
IGBFS / 15pzl hard,6,True,206513,265333,446173,12.70589,387353,2026-08-14T16:12:41+00:00
IGBFS / 15pzl hard,7,True,1181,2971,3805,0.101401,2018,2026-08-14T16:12:42+00:00
IGBFS / 15pzl hard,8,True,57,119,170,0.005624,108,2026-08-14T16:12:43+00:00
IGBFS / 15pzl hard,9,True,2423,5754,7529,0.170165,4199,2026-08-14T16:12:44+00:00
IGBFS / 15pzl hard,10,True,130805,184298,294809,7.848124,241316,2026-08-14T16:12:52+00:00
IGBFS / 15pzl hard,11,True,29607,81612,102382,2.479472,50378,2026-08-14T16:12:55+00:00
IGBFS / 15pzl hard,12,True,277,1334,1523,0.042617,498,2026-08-14T16:12:56+00:00
IGBFS / 15pzl hard,13,True,7205,14941,20405,0.456232,12669,2026-08-14T16:12:57+00:00
IGBFS / 15pzl hard,14,True,3985,88794,91475,0.76249,6843,2026-08-14T16:12:58+00:00
IGBFS / 15pzl hard,15,False,0,0,0,20.0,0,2026-08-14T16:13:19+00:00
IGBFS / 15pzl hard,16,False,0,0,0,20.0,0,2026-08-14T16:13:39+00:00
IGBFS / 15pzl hard,17,True,12629,27318,36761,0.905618,22072,2026-08-14T16:13:41+00:00
IGBFS / 15pzl hard,18,True,165281,267171,400351,12.124389,298461,2026-08-14T16:13:54+00:00
IGBFS / 15pzl hard,19,True,39,177,212,0.007439,91,2026-08-14T16:13:54+00:00
IGBFS / 15pzl hard,20,True,63507,91978,145212,3.357331,116742,2026-08-14T16:13:58+00:00
IGBFS / 15pzl hard,21,True,337,1630,1852,0.050012,563,2026-08-14T16:13:59+00:00
IGBFS / 15pzl hard,22,True,1025,2674,3425,0.085309,1779,2026-08-14T16:14:00+00:00
IGBFS / 15pzl hard,23,True,1819,4811,6086,0.144965,3094,2026-08-14T16:14:00+00:00
IGBFS / 15pzl hard,24,True,90999,144070,218068,5.689014,164997,2026-08-14T16:14:07+00:00
IGBFS / 15pzl hard,25,True,145311,231325,348937,10.05948,262923,2026-08-14T16:14:18+00:00
IGBFS / 15pzl hard,26,True,1957,5347,6753,0.166895,3363,2026-08-14T16:14:18+00:00
IGBFS / 15pzl hard,27,True,27369,69580,88915,2.173305,46704,2026-08-14T16:14:21+00:00
IGBFS / 15pzl hard,28,False,0,0,0,20.0,0,2026-08-14T16:14:42+00:00
IGBFS / 15pzl hard,29,True,184909,385420,520178,16.093861,319667,2026-08-14T16:14:59+00:00
IGBFS / 15pzl hard,30,True,2735,8101,10033,0.237005,4667,2026-08-14T16:15:00+00:00
